language,text,time,id,originalId,details,clean_reviews
en,"The city views from the Thames are one of a kind. If you want to cover more ground, their new Rail Red Rover pass includes a day of unlimited access to the Docklands Light Railway and river cruises.",2011-10-26,35549,4ac518cef964a52006a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35549,"['city', 'views', 'thames', 'one', 'kind', 'want', 'cover', 'ground', 'new', 'rail', 'red', 'rover', 'pass', 'includes', 'day', 'unlimited', 'access', 'docklands', 'light', 'railway', 'river', 'cruises']"
en,Well worth the money if you ride all the way to Greenwich Pier. Even the most anti-tourist tourist will enjoy the ride through the Docklands.,2013-07-10,35549,4ac518cef964a52006a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35549,"['well', 'worth', 'money', 'ride', 'way', 'greenwich', 'pier', 'even', 'anti', 'tourist', 'tourist', 'enjoy', 'ride', 'docklands']"
en,"London Pass allows you one 24h hop on, hop off ticket. Enjoy (face price: 17,50)",2013-09-26,35549,4ac518cef964a52006a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35549,"['london', 'pass', 'allows', 'one', 'h', 'hop', 'hop', 'ticket', 'enjoy', 'face', 'price']"
en,"Did you know? Lloyd's has a unique niche in insurance, laying claim to some of the most unusual policies, inc. Tina Turner's legs, Troy Polamalu's hair and America Ferrera's smile for $10M. How odd!",2010-12-07,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['know', 'lloyd', 'unique', 'niche', 'insurance', 'laying', 'claim', 'unusual', 'policies', 'inc', 'tina', 'turner', 'legs', 'troy', 'polamalu', 'hair', 'america', 'ferrera', 'smile', 'odd']"
en,The epicenter of the Insurance Industry...a fantastic institution with a great history behind it,2011-02-02,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['epicenter', 'insurance', 'industry', 'fantastic', 'institution', 'great', 'history', 'behind']"
en,Really interesting building style and a must visit place for students....,2011-02-04,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['really', 'interesting', 'building', 'style', 'must', 'visit', 'place', 'students']"
en,Amazing building! Awesome work culture. Definitely would want to work here.,2011-02-17,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['amazing', 'building', 'awesome', 'work', 'culture', 'definitely', 'would', 'want', 'work']"
en,"Lloyd’s history can be traced to 1688, when Edward Lloyd kept a coffeehouse on Tower Street (or, from 1692, on Lombard Street).",2011-08-03,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['lloyd', 'history', 'traced', 'edward', 'lloyd', 'kept', 'coffeehouse', 'tower', 'street', 'lombard', 'street']"
en,Lloyds of London moved into the most expensive building in London 298 years after being founded. Note the silver boxes on the side are actually loo pods supplied by a nuclear industry contractor.,2011-08-09,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['lloyds', 'london', 'moved', 'expensive', 'building', 'london', 'years', 'founded', 'note', 'silver', 'boxes', 'side', 'actually', 'loo', 'pods', 'supplied', 'nuclear', 'industry', 'contractor']"
en,amazing building inside and out,2011-09-19,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['amazing', 'building', 'inside']"
en,Definitely a must visit. Architectural marvel,2011-10-24,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['definitely', 'must', 'visit', 'architectural', 'marvel']"
en,"While Lloyd's the insitution - an insurance and reinsurance market- has been around since 1688, the Richard Rogers-designed steel and glass building, built in 1986, has become a modern City icon",2012-03-29,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['lloyd', 'insitution', 'insurance', 'reinsurance', 'market', 'around', 'since', 'richard', 'rogers', 'designed', 'steel', 'glass', 'building', 'built', 'become', 'modern', 'city', 'icon']"
en,The Lloyd's staff who work in 'The Room' are officially referred to as 'waiters' harking back to the days when Lloyd's was a coffee house.,2012-06-22,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['lloyd', 'staff', 'work', 'room', 'officially', 'referred', 'waiters', 'harking', 'back', 'days', 'lloyd', 'coffee', 'house']"
en,"If you know someone who works here and can get you into the cafe, it's well worth it. Buffet-style tasty food.",2012-08-15,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['know', 'someone', 'works', 'get', 'cafe', 'well', 'worth', 'buffet', 'style', 'tasty', 'food']"
en,Modern architecture!,2012-12-29,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['modern', 'architecture']"
en,Make a claim!,2013-08-04,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['make', 'claim']"
en,I hear it's been bought by Chineese guys.,2013-08-23,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['hear', 'bought', 'chineese', 'guys']"
en,"Pingan, the Chinese financial conglomerate is the proud new owner of this amazing building.",2013-10-21,35554,4ac518cef964a5200da620e3,http://tour-pedia.org/api/getPlaceDetails?id=35554,"['pingan', 'chinese', 'financial', 'conglomerate', 'proud', 'new', 'owner', 'amazing', 'building']"
en,Check out the nose sticking out of the wall of one of the arches.,2010-10-28,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['check', 'nose', 'sticking', 'wall', 'one', 'arches']"
en,John Prescott used to have a private flat here. Fact.,2011-03-01,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['john', 'prescott', 'used', 'private', 'flat', 'fact']"
en,Drive through on a regular basis.,2012-02-26,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['drive', 'regular', 'basis']"
en,Watch the Royal Park Foundation Half Marathon runners rush underneath this as they begin their length of The Mall,2012-10-01,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['watch', 'royal', 'park', 'foundation', 'half', 'marathon', 'runners', 'rush', 'underneath', 'begin', 'length', 'mall']"
en,Frank Skinner keeps a tropical fishtank here with some of Astle's essence in it.,2012-12-22,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['frank', 'skinner', 'keeps', 'tropical', 'fishtank', 'astle', 'essence']"
en,"Landmark building which incorporates an archway providing access between The Mall, which extends to the South-West, and Trafalgar Sq to the North-East. John Prescott used to have a private flat here.",2013-01-13,35556,4ac518cef964a52012a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35556,"['landmark', 'building', 'incorporates', 'archway', 'providing', 'access', 'mall', 'extends', 'south', 'west', 'trafalgar', 'sq', 'north', 'east', 'john', 'prescott', 'used', 'private', 'flat']"
en,"Go to the 34th Floor which revolves. Go just before dusk so you can see the London skyline in daylight, dusk and night. The metamorphosis is breath-taking.",2010-06-07,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['go', 'th', 'floor', 'revolves', 'go', 'dusk', 'see', 'london', 'skyline', 'daylight', 'dusk', 'night', 'metamorphosis', 'breath', 'taking']"
en,if you are a BT employee volunteer for the telethon and you get to see the views as well as doing something worthwhile,2010-07-06,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['bt', 'employee', 'volunteer', 'telethon', 'get', 'see', 'views', 'well', 'something', 'worthwhile']"
en,"The view of the old Middlesex Hospital site is bizarre, with just the chapel building remaining in the middle of a wasteland.",2011-04-11,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['view', 'old', 'middlesex', 'hospital', 'site', 'bizarre', 'chapel', 'building', 'remaining', 'middle', 'wasteland']"
en,"One of the taller structures in southeastern England, it was erected in 1961–65 to the architectural designs of Eric Bedford. Including its crowning 40-foot mast, the tower rises to 620 feet",2011-08-03,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['one', 'taller', 'structures', 'southeastern', 'england', 'erected', 'architectural', 'designs', 'eric', 'bedford', 'including', 'crowning', 'foot', 'mast', 'tower', 'rises', 'feet']"
en,"Until 1993 the location of Telecom Tower was an official secret, having or taking any photos of the tower was a breach of the Official Secrets Act, it was even omitted from all maps.",2011-08-10,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['location', 'telecom', 'tower', 'official', 'secret', 'taking', 'photos', 'tower', 'breach', 'official', 'secrets', 'act', 'even', 'omitted', 'maps']"
en,If you ever get a chance to go up to the revolving restaurant I highly recommend it.,2011-10-15,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['ever', 'get', 'chance', 'go', 'revolving', 'restaurant', 'highly', 'recommend']"
en,There used to be a restaurant up top!,2011-12-04,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['used', 'restaurant', 'top']"
en,The best view of London I know.,2012-07-01,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['best', 'view', 'london', 'know']"
en,Spectacular Views of the best city in the world.,2013-06-26,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['spectacular', 'views', 'best', 'city', 'world']"
en,Should be open to the public to enjoy a view of London.,2013-07-06,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['open', 'public', 'enjoy', 'view', 'london']"
en,"As Gerry Lane is reunited with his family in Nova Scotia, we see a fly-by of the BT Tower in the final scenes of World War Z (2013).",2013-09-28,35561,4ac518cef964a52018a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35561,"['gerry', 'lane', 'reunited', 'family', 'nova', 'scotia', 'see', 'fly', 'bt', 'tower', 'final', 'scenes', 'world', 'war', 'z']"
en,Check out the range of festival trips - from running of teh bulls in Spain to Oktoberfest in Germany to weekends in Belgium!,2010-05-27,35593,4ac518cef964a5203fa620e3,http://tour-pedia.org/api/getPlaceDetails?id=35593,"['check', 'range', 'festival', 'trips', 'running', 'teh', 'bulls', 'spain', 'oktoberfest', 'germany', 'weekends', 'belgium']"
en,"Don't leave this one to the tourists - it's really interesting and, given the size, actually quite good value. Don't wear a skirt (or kilt) though - the best bits are accessed via ladders.",2010-07-29,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['leave', 'one', 'tourists', 'really', 'interesting', 'given', 'size', 'actually', 'quite', 'good', 'value', 'wear', 'skirt', 'kilt', 'though', 'best', 'bits', 'accessed', 'via', 'ladders']"
en,Must see for all people loving millitary history.,2010-08-27,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['must', 'see', 'people', 'loving', 'millitary', 'history']"
en,is it a boat or a ship,2010-10-02,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['boat', 'ship']"
en,"Buy The London Pass and save a fortune - Free entrance here and to more than 50 top attractions, skip the line, shopping vouchers, etc...",2010-12-09,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['buy', 'london', 'pass', 'save', 'fortune', 'free', 'entrance', 'top', 'attractions', 'skip', 'line', 'shopping', 'vouchers', 'etc']"
en,"This WW2 cruiser, now a tourist attraction, took part in the sinking of the German battleship Scharnhorst and in the D-Day landings. Her guns are aimed at an M1 service station 12.5 miles away.",2011-02-14,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['ww', 'cruiser', 'tourist', 'attraction', 'took', 'part', 'sinking', 'german', 'battleship', 'scharnhorst', 'day', 'landings', 'guns', 'aimed', 'service', 'station', 'miles', 'away']"
en,What an interesting place! Love it!,2011-09-24,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['interesting', 'place', 'love']"
en,Just close at 4:00 winter time.,2011-11-06,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['close', 'winter', 'time']"
en,Today not a good day to visit. It's shut.,2011-12-08,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['today', 'good', 'day', 'visit', 'shut']"
en,Now I'm mayor I am gonna fire her up and go conquer a  small island who's with me?,2012-01-10,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['mayor', 'gonna', 'fire', 'go', 'conquer', 'small', 'island']"
en,"I uploaded wrong pic, sorry no idea how to delete!",2012-03-18,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['uploaded', 'wrong', 'pic', 'sorry', 'idea', 'delete']"
en,Painted in dazzle camouflage used in WW2 to confuse the enemy as to where the bow/stern were. Google for more examples :),2012-05-18,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['painted', 'dazzle', 'camouflage', 'used', 'ww', 'confuse', 'enemy', 'bow', 'stern', 'google', 'examples']"
en,The Belfast is open for visitors again.,2012-05-22,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['belfast', 'open', 'visitors']"
en,"1 February: Its story is told through helpful guides, first-hand accounts of those who served on it and a chance to go below decks to see the cabins & engine rooms to get a sense of what life was like",2012-07-17,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['february', 'story', 'told', 'helpful', 'guides', 'first', 'hand', 'accounts', 'served', 'chance', 'go', 'decks', 'see', 'cabins', 'engine', 'rooms', 'get', 'sense', 'life', 'like']"
en,Come before 4pm. I find it rather disingenuous that they don't tell you they stop providing the audio guide after a certain time until after they take your full price entry fee.,2012-07-18,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['come', 'pm', 'find', 'rather', 'disingenuous', 'tell', 'stop', 'providing', 'audio', 'guide', 'certain', 'time', 'take', 'full', 'price', 'entry', 'fee']"
en,"this is a really tourist attraction. is very big and awesome, so be sure that you don't get lost :)",2012-07-26,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['really', 'tourist', 'attraction', 'big', 'awesome', 'sure', 'get', 'lost']"
en,Very cool ship,2013-03-12,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['cool', 'ship']"
en,"Very interesting place. This boat is huge, we have visited it today and it took ~ 2 hours to go through all decks, stairs and rooms. It will show you how the marines spent their days on the ship! Nice",2013-03-16,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['interesting', 'place', 'boat', 'huge', 'visited', 'today', 'took', 'hours', 'go', 'decks', 'stairs', 'rooms', 'show', 'marines', 'spent', 'days', 'ship', 'nice']"
en,Great treat for any military junkie.,2013-05-07,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['great', 'treat', 'military', 'junkie']"
en,The 90mins suggested on the website is a joke.  Allow at least 2.5 hours.,2013-07-17,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['mins', 'suggested', 'website', 'joke', 'allow', 'least', 'hours']"
en,"Brilliant, lots to see and do. Allow a good 4 hours for a thorough visit.",2013-08-14,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['brilliant', 'lots', 'see', 'allow', 'good', 'hours', 'thorough', 'visit']"
en,"Harry and his protectors, lead by Prof Moody, fly down the starboard side of HMS Belfast in the beginning of Harry Potter and the Order of the Phoenix (2007).",2013-08-25,35600,4ac518cef964a520faa520e3,http://tour-pedia.org/api/getPlaceDetails?id=35600,"['harry', 'protectors', 'lead', 'prof', 'moody', 'fly', 'starboard', 'side', 'hms', 'belfast', 'beginning', 'harry', 'potter', 'order', 'phoenix']"
en,Currently getting a clean.,2010-02-20,35603,4ac518cef964a520fea520e3,http://tour-pedia.org/api/getPlaceDetails?id=35603,"['currently', 'getting', 'clean']"
en,"A pink granite monument dating back to about 1,475 BC. Its inscriptions celebrate the pharaohs of ancient Egypt and have nothing to do with Queen Cleopatra VII.",2010-08-24,35603,4ac518cef964a520fea520e3,http://tour-pedia.org/api/getPlaceDetails?id=35603,"['pink', 'granite', 'monument', 'dating', 'back', 'bc', 'inscriptions', 'celebrate', 'pharaohs', 'ancient', 'egypt', 'nothing', 'queen', 'cleopatra', 'vii']"
en,"This ancient Egyptian obelisk was made in Heliopolis c.1475 BC, and presented as a gift by the Turkish Viceroy of Egypt in 1819. After a dangerous and difficult sea-voyage, it was put up here in 1879.",2011-02-10,35603,4ac518cef964a520fea520e3,http://tour-pedia.org/api/getPlaceDetails?id=35603,"['ancient', 'egyptian', 'obelisk', 'made', 'heliopolis', 'c', 'bc', 'presented', 'gift', 'turkish', 'viceroy', 'egypt', 'dangerous', 'difficult', 'sea', 'voyage', 'put']"
en,"When Cleopatra’s Needle was erected here in 1879, a time capsule was buried beneath it, containing newspapers, bibles, coins, and photographs of the 12 best looking women in England!",2011-02-10,35603,4ac518cef964a520fea520e3,http://tour-pedia.org/api/getPlaceDetails?id=35603,"['cleopatra', 'needle', 'erected', 'time', 'capsule', 'buried', 'beneath', 'containing', 'newspapers', 'bibles', 'coins', 'photographs', 'best', 'looking', 'women', 'england']"
en,Watch out for excrement... Yuck,2012-08-30,35603,4ac518cef964a520fea520e3,http://tour-pedia.org/api/getPlaceDetails?id=35603,"['watch', 'excrement', 'yuck']"
en,"Built 1756-66 for the first Earl Spencer (one of Diana’s ancestors), Spencer House is London’s finest surviving eighteenth-century private palace.",2012-03-27,35612,4ac518cff964a52052a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35612,"['built', 'first', 'earl', 'spencer', 'one', 'diana', 'ancestors', 'spencer', 'house', 'london', 'finest', 'surviving', 'eighteenth', 'century', 'private', 'palace']"
en,How small is this boat! And it went round the world so to speak.,2010-04-07,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['small', 'boat', 'went', 'round', 'world', 'speak']"
en,"Search for buried treasure under the third yard past the half-mast, ahaaaarrrrggggghhhh.",2010-07-02,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['search', 'buried', 'treasure', 'third', 'yard', 'past', 'half', 'mast', 'ahaaaarrrrggggghhhh']"
en,Francis Drake was knighted by Queen Elizabeth I on the ‘Golden Hinde’ in Greenwich Reach. The round-the-world ship was a popular attraction before it rotted away in the 1660s. Find your maritime story,2011-07-11,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['francis', 'drake', 'knighted', 'queen', 'elizabeth', 'golden', 'hinde', 'greenwich', 'reach', 'round', 'world', 'ship', 'popular', 'attraction', 'rotted', 'away', 'find', 'maritime', 'story']"
en,"After touring the ship, why not enjoy a pint in the adjacent pub and look out over the Thames?",2011-09-12,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['touring', 'ship', 'enjoy', 'pint', 'adjacent', 'pub', 'look', 'thames']"
en,"Astounding reconstruction. Don't just look, get on board!",2011-12-29,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['astounding', 'reconstruction', 'look', 'get', 'board']"
en,YOU CAN RESERVE IT FOR SLEEPOVERS!,2012-01-23,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['reserve', 'sleepovers']"
en,"This ship was used in the filming of the mini-series ""Shogun"" starring Richard Chamberlain.",2012-06-12,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['ship', 'used', 'filming', 'mini', 'series', 'shogun', 'starring', 'richard', 'chamberlain']"
en,"Try the kids pirate fun day, great fun for all ages.",2012-12-31,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['try', 'kids', 'pirate', 'fun', 'day', 'great', 'fun', 'ages']"
en,£6 entry for adults self-guide. Maybe next time :),2013-09-21,35613,4ac518cff964a52053a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35613,"['entry', 'adults', 'self', 'guide', 'maybe', 'next', 'time']"
en,"The writer Thomas Carlyle moved here in 1834, when Chelsea was still considered an unfashionable area. His history of the French Revolution inspired Dickens to write ‘A Tale of Two Cities’.",2011-01-17,35615,4ac518cff964a52058a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35615,"['writer', 'thomas', 'carlyle', 'moved', 'chelsea', 'still', 'considered', 'unfashionable', 'area', 'history', 'french', 'revolution', 'inspired', 'dickens', 'write', 'tale', 'two', 'cities']"
en,"Thomas & Jane Carlyle are almost forgotten today, yet in Victorian era they were A-list celebs. Almost everything in the house is genuinely original and the curator is tremendously knowledgeable",2012-08-20,35615,4ac518cff964a52058a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35615,"['thomas', 'jane', 'carlyle', 'almost', 'forgotten', 'today', 'yet', 'victorian', 'era', 'list', 'celebs', 'almost', 'everything', 'house', 'genuinely', 'original', 'curator', 'tremendously', 'knowledgeable']"
en,Really nice newly opened museum in medieval buildings. A little hidden gem in the heart of Clerkenwell.,2010-12-08,35617,4ac518cff964a5205ba620e3,http://tour-pedia.org/api/getPlaceDetails?id=35617,"['really', 'nice', 'newly', 'opened', 'museum', 'medieval', 'buildings', 'little', 'hidden', 'gem', 'heart', 'clerkenwell']"
en,"Dating from 1503, this was once the entrance to the Priory of the Knights of St.John. Later this was where the world’s first magazine, Gentleman’s Magazine, was printed from 1731.",2011-02-10,35617,4ac518cff964a5205ba620e3,http://tour-pedia.org/api/getPlaceDetails?id=35617,"['dating', 'entrance', 'priory', 'knights', 'st', 'john', 'later', 'world', 'first', 'magazine', 'gentleman', 'magazine', 'printed']"
en,Long interesting story behind the ambulances!,2011-11-14,35617,4ac518cff964a5205ba620e3,http://tour-pedia.org/api/getPlaceDetails?id=35617,"['long', 'interesting', 'story', 'behind', 'ambulances']"
en,"This is three museums in one: the history of St John’s Gate, a commemoration of the Order of St John, and an interactive display on the Order’s modern incarnation – the St John’s Ambulance.",2012-03-27,35617,4ac518cff964a5205ba620e3,http://tour-pedia.org/api/getPlaceDetails?id=35617,"['three', 'museums', 'one', 'history', 'st', 'john', 'gate', 'commemoration', 'order', 'st', 'john', 'interactive', 'display', 'order', 'modern', 'incarnation', 'st', 'john', 'ambulance']"
en,"15 November: Reopened in late 2010 after extensive renovations at its base in St John's Gate, originally the entrance to the former Priory of the Knights of St John, their English base from the 1140s.",2012-05-29,35617,4ac518cff964a5205ba620e3,http://tour-pedia.org/api/getPlaceDetails?id=35617,"['november', 'reopened', 'late', 'extensive', 'renovations', 'base', 'st', 'john', 'gate', 'originally', 'entrance', 'former', 'priory', 'knights', 'st', 'john', 'english', 'base']"
en,Some stunning artistic works on display here. Gift aid your admission fee and you get a year long pass for free!,2011-10-30,35652,4ac518d0f964a52091a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35652,"['stunning', 'artistic', 'works', 'display', 'gift', 'aid', 'admission', 'fee', 'get', 'year', 'long', 'pass', 'free']"
en,"The audio tour makes looking at fashion, actually... interesting!",2013-07-13,35652,4ac518d0f964a52091a620e3,http://tour-pedia.org/api/getPlaceDetails?id=35652,"['audio', 'tour', 'makes', 'looking', 'fashion', 'actually', 'interesting']"
